Date,Open,High,Low,Close,Change,Traded Volume,Turnover,Last Price of the Day,Daily Traded Units,Daily Turnover
2009-04-27,30.871112926497766,31.42251755240581,30.42692286412956,30.549457550048828,,2485900,75942896.52366638,,,
2009-04-28,29.837219676293536,31.085543626109295,29.798928139977324,30.89408302307129,,5605300,173170603.5692215,,,
2009-04-29,29.523231599554265,30.250782652708406,29.339431011857897,29.45430564880371,,7504800,221048673.0331421,,,
2009-04-30,29.43132696118405,29.661079122618343,29.063722918597733,29.170940399169922,,3614300,105432529.88471985,,,
2009-05-01,29.170945832518466,29.170945832518466,28.512320704663384,28.749732971191406,,2689700,77328156.77261353,,,
2009-05-04,29.354749067996234,30.12824882983772,29.33943186499986,29.898496627807617,,2832300,84681511.99893951,,,
2009-05-05,29.285819034496402,29.53088840537442,28.864603314433552,29.477279663085938,,3051000,89935180.2520752,,,
2009-05-06,29.270502955219087,29.38537758390016,28.772704133228746,29.278160095214844,,1655400,48467066.22161865,,,
2009-05-07,29.32410374731252,29.4313212069221,28.41274949771779,28.719087600708008,,2703700,77647797.14603424,,,
2009-05-08,29.82190338689843,30.189507405366705,29.42366496986021,30.066972732543945,,3012700,90582768.75133514,,,
2009-05-11,30.41160590225817,30.955353392707988,30.066976182445828,30.595409393310547,,3619900,110752322.46284485,,,
2009-05-12,30.940036377799736,30.940036377799736,30.350337336356144,30.649015426635742,,1532200,46960421.436691284,,,
2009-05-13,31.16212765129634,31.185104910953992,30.694966219627393,30.832815170288086,,3159200,97407029.68597412,,,
2009-05-14,30.978329486272926,31.261690391224917,30.909403544910845,31.054912567138672,,2613200,81152697.52044678,,,
2009-05-15,30.529219367507817,31.058808094105768,30.427973677475777,30.568159103393555,,2245200,68631630.81893921,,,
2009-05-18,31.6429129133663,31.81424834473238,31.549453982535997,31.77530860900879,,3711600,117937235.43319702,,,
2009-05-19,31.93885929687367,32.28153612305086,31.759734124513585,32.02452850341797,,2401500,76906905.20095825,,,
2009-05-20,32.25816951222891,32.608633093427635,31.97780161818148,32.079044342041016,,1936900,62133900.98609924,,,
2009-05-21,31.81425148758892,32.14135183598566,31.705219028427237,32.11798858642578,,1704500,54745111.545562744,,,
2009-05-22,32.39835103797923,32.77218079345428,32.11798317773974,32.4840202331543,,2167600,70412362.25738525,,,
2009-05-26,32.180288810407525,33.371861970160275,32.172502051527225,33.3017692565918,,2050400,68281947.68371582,,,
2009-05-27,32.8266986872787,32.93573113363747,32.22701726139416,32.2581672668457,,2322500,74919593.47724915,,,
2009-05-28,32.88900247804878,33.15379684182367,32.43729619332188,33.060340881347656,,1541900,50975739.60494995,,,
2009-05-29,33.44975150368195,33.76127243041992,33.15380409800562,33.76127243041992,,1912000,64551552.88696289,,,
2009-06-01,33.98711896366274,34.477767945072806,33.93260274027399,34.220760345458984,,2764500,94603291.97502136,,,
2009-06-02,34.477770305008846,35.061875284935994,34.39988785847163,34.94505310058594,,2795000,97671423.4161377,,,
2009-06-03,34.04941897863174,34.322000048039115,33.94817330817578,34.25190734863281,,1569400,53754943.392944336,,,
2009-06-04,33.58213407775018,33.79241218067863,33.169367600285575,33.73789596557617,,3110500,104941725.40092468,,,
2009-06-05,33.30956172228111,33.40301769107799,32.72545671820515,32.92015838623047,,2835200,93335233.05664062,,,
2009-06-08,32.65536621776283,33.387443469753386,32.51518076958627,33.13822555541992,,1887200,62538459.26818848,,,
2009-06-09,33.14600330061801,33.55098300769514,33.075910601875606,33.34849166870117,,1030500,34365620.66459656,,,
2009-06-10,33.07591776579587,33.10706777238643,32.33605089013609,32.748817443847656,,2481200,81256365.8416748,,,
2009-06-11,32.593058426584115,33.138223697719006,32.56190841722259,32.86564254760742,,1929700,63420830.42411804,,,
2009-06-12,31.985582829448408,32.359409594249485,31.946643098494114,32.31268310546875,,1929300,62340859.51538086,,,
2009-06-15,31.73637211713235,31.767525097260002,31.019871399666613,31.331392288208008,,1988900,62315006.12201691,,,
2009-06-16,31.63512459205073,31.681854059546247,30.926410675048825,30.926410675048828,,1505000,46544248.06594849,,,
2009-06-17,31.362536344404198,31.47156877291506,30.98091987370532,31.24571418762207,,3109900,97171046.55208588,,,
2009-06-18,31.199003743728596,31.510524703809224,31.09775802051901,31.13669776916504,,1754700,54635563.575553894,,,
2009-06-19,31.370322397026726,31.51829752174793,31.175620787371077,31.20677375793457,,1231200,38421779.85076904,,,
2009-06-22,30.684978013931484,30.755070719425316,30.342301244445604,30.357877731323242,,1721300,52255014.9389267,,,
2009-06-23,30.64603950951205,30.980926595980065,30.45133785323583,30.83295440673828,,1289100,39746761.52572632,,,
2009-06-24,31.16005651942443,31.736374817170628,30.91862833017439,31.097753524780273,,2306700,71733188.05561066,,,
2009-06-25,30.677190898122372,31.339178277710257,30.669404139475827,31.18341636657715,,2206200,68796853.1879425,,,
2009-06-26,31.01987905464474,31.16006155798951,30.70835511831485,30.9342098236084,,1251700,38720350.43621063,,,
2009-06-29,31.13668187893144,31.68184699449452,31.012072964309386,31.627330780029297,,1795200,56777384.216308594,,,
2009-06-30,31.57282176099844,31.728583682501814,31.12111248572981,31.30023765563965,,1319600,41303793.61038208,,,
2009-07-01,31.401480416746605,31.74415423531241,31.33917743651249,31.440420150756836,,1259900,39611785.34793854,,,
2009-07-02,30.918627537523665,30.926414297562573,30.52922417551685,30.684986114501953,,1194600,36656284.41238403,,,
2009-07-06,30.100878933538784,30.373460079218383,29.968480254986073,30.33452033996582,,1007500,30562029.242515564,,,
2009-07-07,30.108666194665975,30.139819174951732,29.423315482937902,29.493408203125,,1382400,40771687.5,,,
2009-07-08,30.318939076696783,30.505850984046507,29.921746074484012,30.342302322387695,,1757600,53329630.56182861,,,
2009-07-09,31.533882023350483,31.650701236294353,31.09774923732335,31.30023765563965,,1910600,59802234.06486511,,,
2009-07-10,31.012082955147758,31.471579032893427,30.90305049109147,31.16005516052246,,1348400,42016218.37844849,,,
2009-07-13,31.46379106770537,32.01674309761557,31.292452647373647,31.96222686767578,,1050100,33563534.43374634,,,
2009-07-14,31.526093101877755,31.76752423494596,31.30023845845056,31.57282257080078,,1001500,31620181.804656982,,,
2009-07-15,32.468448408774485,32.94352094412909,32.32826297306619,32.88121795654297,,1301900,42808057.65762329,,,
2009-07-16,32.92015254887746,33.270616083361695,32.670934695668926,33.200523376464844,,989300,32845277.77633667,,,
2009-07-17,33.15379454264298,33.47310510879431,32.99024588042403,33.38743591308594,,892300,29791609.065246582,,,
2009-07-20,33.62108629041658,33.79242472773385,33.32514186166566,33.72233200073242,,911500,30737905.618667603,,,
2009-07-21,33.87809136408785,34.21297848191155,33.09928466606284,34.2051887512207,,2292900,78429077.28767395,,,
2009-07-22,34.25191091691436,34.711406889578,34.14287847779268,34.55564498901367,,1938900,66999940.06919861,,,
2009-07-23,34.30643809278677,35.35003929767408,34.30643809278677,35.116397857666016,,2685000,94287528.24783325,,,
2009-07-24,34.93726778388967,35.17869595084433,34.61795716718216,35.1319694519043,,993700,34910638.0443573,,,
2009-07-27,35.0385075275652,35.373391606390854,34.71919696513138,35.163116455078125,,824900,29006054.763793945,,,
2009-07-28,34.64131723363375,34.968417550716765,34.259703663100204,34.66468048095703,,2809000,97373087.4710083,,,
2009-07-29,34.999565389458056,35.11638756066295,34.672468063542304,34.95283889770508,,1840300,64323709.423446655,,,
2009-07-30,35.67713409103905,36.48709075788691,35.52915892455875,35.99644470214844,,1918100,69044780.58319092,,,
2009-07-31,36.32354196637041,36.962163186720794,36.27681546838629,36.798614501953125,,1638300,60287170.138549805,,,
2009-08-03,36.89986753856739,37.40609018319108,36.6895893430792,37.3515739440918,,1476600,55153334.08584595,,,
2009-08-04,37.56184228822101,37.7487571810479,37.35935387766069,37.63972473144531,,1104500,41573075.96588135,,,
2009-08-05,37.49953969993387,37.522902947691776,36.899858249885376,37.32820129394531,,646100,24117750.856018066,,,
2009-08-06,37.54626092702812,37.54626092702812,36.751877934699515,36.993309020996094,,837900,30996693.628692627,,,
2009-08-07,37.21138413942006,37.32820633581153,36.907649993896484,36.907649993896484,,591600,21834565.73638916,,,
2009-08-10,36.78304086296684,36.86871007712583,36.518246460526264,36.80640411376953,,450400,16577604.412841797,,,
2009-08-11,36.40921128582238,36.52603347296507,36.16778015215291,36.39363479614258,,583400,21232046.54006958,,,
2009-08-12,36.28460502057642,36.876496817589036,36.27681826061693,36.666221618652344,,724400,26561010.940551758,,,
2009-08-13,36.93102035349616,36.98553956764171,36.6895921251531,36.96996307373047,,523600,19357472.665405273,,,
2009-08-14,36.72073504850347,36.751885056875864,36.27681549189688,36.54160690307617,,648300,23689923.755264282,,,
2009-08-17,35.74722397989976,35.91077265220177,35.56030908947503,35.73164749145508,,941300,33634199.783706665,,,
2009-08-18,35.49800545961772,35.95749849125965,35.47463924192088,35.832889556884766,,457600,16397130.261230469,,,
2009-08-19,35.645977452588745,36.40920754296944,35.58367150027457,36.24565887451172,,451800,16375788.679504395,,,
2009-08-20,36.253447780412976,36.55718188865666,36.21450804336585,36.47151565551758,,356300,12994801.028060913,,,
2009-08-21,36.86870003973486,37.172434101126534,36.70515138681797,37.14128112792969,,1037700,38541507.42645264,,,
2009-08-24,37.02446797437955,37.39829480098866,36.845342805644655,36.962162017822266,,644100,23807328.55567932,,,
2009-08-25,37.156864350597914,37.554057403586214,37.07898487439827,37.25811004638672,,486800,18137247.970581055,,,
2009-08-26,37.234744835962395,37.33598755550555,36.92322100575357,37.13349914550781,,350400,13011578.100585938,,,
2009-08-27,37.452810851858466,38.278346946901344,37.06340753793643,38.1693115234375,,1003000,38283819.45800781,,,
2009-08-28,38.2160428544294,38.254982593538394,37.803276272233134,38.04470443725586,,1236800,47053690.44799805,,,
2009-08-31,37.9668226160234,38.12258453375861,37.79548420942352,37.974609375,,792600,30098675.390625,,,
2009-09-01,37.80327626893733,38.26277232057132,37.203594779793875,37.25032424926758,,838000,31215771.72088623,,,
2009-09-02,37.58520710244648,38.02133988994817,37.460598159004796,37.818851470947266,,905200,34233624.351501465,,,
2009-09-03,37.6163695480884,37.73319176173988,37.31263535768933,37.694252014160156,,851700,32104194.440460205,,,
2009-09-04,37.398297102052815,38.013555091810055,37.343780872166654,37.94346237182617,,611200,23191044.201660156,,,
2009-09-08,38.14594561734681,38.26276779174805,37.88894099293991,38.26276779174805,,799500,30591082.849502563,,,
2009-09-09,38.43411077496578,39.532228140795894,38.262775315308815,39.31416320800781,,2524200,99236810.76965332,,,
2009-09-10,39.58674328809702,40.248727749599595,39.36867540674441,40.12411880493164,,1725600,69238179.40979004,,,
2009-09-11,40.0462310797665,40.28766217801486,39.77364997764029,39.937198638916016,,1796800,71759158.5144043,,,
2009-09-14,39.835962043816046,40.31103161319308,39.78144581502013,40.264305114746094,,874800,35223214.11437988,,,
2009-09-15,39.96056631914781,40.085175251957025,39.625679255177175,39.86710739135742,,1484200,59170760.790252686,,,
2009-09-16,39.66462238345254,39.75029158913485,39.34531178012585,39.524436950683594,,2949200,116565469.45495605,,,
2009-09-17,38.979276914640955,39.28301106923393,38.87803120613931,38.948123931884766,,2743800,106865862.44430542,,,
2009-09-18,39.12724608196318,39.384250722910686,38.89360171812354,39.23627853393555,,994000,39000860.86273193,,,
2009-09-21,39.06493487636551,39.493277867657,38.940325952155064,39.306365966796875,,915300,35977116.76940918,,,
2009-09-22,39.85932375473731,39.91383998142927,39.56337640204417,39.82817077636719,,528100,21033256.98699951,,,
2009-09-23,39.63347678076168,39.64905327295835,38.84688323575887,38.92476272583008,,1271200,49481158.377075195,,,
2009-09-24,39.03378715097221,39.04936363995678,38.16152456421676,38.3250732421875,,1347000,51623873.65722656,,,
2009-09-25,38.239401838927144,38.45746970125768,37.95903396606445,37.95903396606445,,1401500,53199586.10343933,,,
2009-09-28,37.84999935904999,38.184886432842,37.80327286469573,37.99018478393555,,2100800,79809780.1940918,,,
2009-09-29,37.686446942655024,37.8032691087566,37.421652607614405,37.585201263427734,,1995000,74982476.52053833,,,
2009-09-30,37.99018332174913,38.42631606804157,37.569630034190325,38.06027603149414,,2391400,91017344.10171509,,,
2009-10-01,38.138171672576085,38.18489818130683,37.631946041302754,37.694252014160156,,1861200,70156541.84875488,,,
2009-10-02,37.41386807451348,37.787694868993256,37.398291586712915,37.6630859375,,1108700,41757063.37890625,,,
2009-10-05,37.52289899980989,38.00575821844304,37.48395926733984,37.88114929199219,,917000,34737013.900756836,,,
2009-10-06,37.990188208320944,38.2160428544294,37.842216011342124,38.04470443725586,,878800,33433686.25946045,,,
2009-10-07,38.23940736992747,38.35622956203441,38.01355568725208,38.130374908447266,,486000,18531362.20550537,,,
2009-10-08,39.36868370746965,39.71914736665197,39.24407473652841,39.50886917114258,,1744000,68903467.83447266,,,
2009-10-09,39.617886171165054,39.76586130884799,39.43876103110087,39.664615631103516,,874400,34682739.907836914,,,
2009-10-12,39.999514278223195,40.21757921274956,39.82038908616055,39.91384506225586,,734200,29304745.044708252,,,
2009-10-13,40.030666470388084,40.20200192802882,39.773658827559196,40.02287673950195,,1264100,50592918.48640442,,,
2009-10-14,40.73937687791975,40.84061960323142,40.59140171322923,40.77052688598633,,1049300,42780513.861465454,,,
2009-10-15,40.38891376557094,40.61476840944521,40.30324455783162,40.56803894042969,,1085600,44040663.07373047,,,
2009-10-16,39.82038101891975,40.31102702220373,39.680195597721095,40.11632537841797,,980000,39313998.87084961,,,
2009-10-19,40.54466655728293,40.949646284780194,40.427844396518175,40.786094665527344,,1831600,74703810.98937988,,,
2009-10-20,40.6459238310786,40.6459238310786,40.147487978844744,40.349979400634766,,886500,35770256.73866272,,,
2009-10-21,40.669287772379036,41.06647789143329,40.45900960196966,40.52910232543945,,1291000,52323071.102142334,,,
2009-10-22,40.054031999278905,40.46679863236406,39.8359670566546,40.349979400634766,,1635300,65984321.31385803,,,
2009-10-23,40.692648883027154,40.747165112757315,40.01508790572964,40.303245544433594,,1445600,58262371.7590332,,,
2009-10-26,40.13190785768093,40.435641991985065,39.36089089689532,39.68798828125,,1620200,64302478.61328125,,,
2009-10-27,39.71135333004191,39.976147716141874,39.384252984430574,39.85153579711914,,1661800,66225282.18765259,,,
2009-10-28,36.775253973245746,37.00110566233582,35.76280286866112,35.9107780456543,,6579800,236285737.38479614,,,
2009-10-29,36.39363324622766,36.71294384378585,36.089899137685904,36.611698150634766,,2196700,80424917.32749939,,,
2009-10-30,36.3079643014582,36.39363350620483,35.155330844211605,35.25657653808594,,2402300,84696873.81744385,,,
2009-11-02,35.73943836361286,36.58055101096397,35.35003502041218,35.82510757446289,,1822600,65294841.065216064,,,
2009-11-03,35.8562515531116,36.31574750156695,35.80173533642291,36.292381286621094,,2113200,76693060.1348877,,,
2009-11-04,36.510460342840354,36.89986370793192,36.15220698906307,36.198936462402344,,2362900,85534466.9670105,,,
2009-11-05,36.76745956297285,37.0634069083819,36.479301947420375,36.67400360107422,,1267800,46495301.765441895,,,
2009-11-06,36.339123457920444,36.86092553422262,36.24566747817678,36.3780632019043,,890700,32401940.893936157,,,
2009-11-09,36.50266752784271,36.84534436155532,36.43257480921165,36.74409866333008,,1199000,44056174.29733276,,,
2009-11-10,36.56497204205825,36.697367743734006,36.3936336319729,36.55718231201172,,1627500,59496814.21279907,,,
2009-11-11,37.219174909447304,37.50733257210292,37.008896732619064,37.14908218383789,,1600700,59464535.85166931,,,
2009-11-12,37.359351863817096,37.58520350971453,36.77524694022227,36.86091613769531,,1025700,37808241.68243408,,,
2009-11-13,37.226956595396096,37.56963341651619,36.954375461242876,37.46059799194336,,834500,31260869.024276733,,,
2009-11-16,37.99018389801388,38.29391798787913,37.943457404749275,38.10700607299805,,1187300,45244448.31047058,,,
2009-11-17,38.25498022171148,38.37958916168143,37.85779015396711,38.23161697387695,,1347600,51520927.03399658,,,
2009-11-18,38.44189768366191,38.465260933056264,37.92009567019846,38.14595031738281,,1231600,46980552.41088867,,,
2009-11-19,37.61636596846121,37.61636596846121,37.141293368825174,37.53848648071289,,1226300,46033445.97129822,,,
2009-11-20,37.23474923279632,37.37493467585282,36.97774159688879,37.180233001708984,,944900,35131602.16331482,,,
2009-11-23,37.90451969267538,38.02134188304966,37.50732959304391,37.68645477294922,,1942200,73194632.46002197,,,
2009-11-24,37.61635230679915,37.68644500868089,37.11791663604494,37.312618255615234,,2655000,99065001.46865845,,,
2009-11-25,37.86557731025005,37.93567002540057,37.53069022352108,37.92009353637695,,2004700,76018411.51237488,,,
2009-11-27,36.9621556117792,37.608566429927365,36.90763939469574,37.195796966552734,,1300500,48373133.95500183,,,
2009-11-30,37.25811181735059,37.39829725790255,36.97774093624666,37.28147506713867,,1347800,50247972.0954895,,,
2009-12-01,37.64751907180298,37.74097505158096,37.28147894221386,37.530696868896484,,1963500,73691523.30207825,,,
2009-12-02,36.71294860918433,36.79083106437578,35.661560716850836,36.09769058227539,,3257100,117573787.99552917,,,
2009-12-03,36.52603416789384,36.61949013683907,36.03538513183594,36.03538513183594,,2028500,73097778.7399292,,,
2009-12-04,36.05096113889219,36.284602543581364,35.67713429720718,35.84068298339844,,2303300,82551845.11566162,,,
2009-12-07,35.70049350595214,35.83288919762435,35.27215048401499,35.34224319458008,,1645300,58148592.7280426,,,
2009-12-08,35.03851330166583,35.046300061144954,34.60238049804338,34.6335334777832,,1420400,49193470.95184326,,,
2009-12-09,34.52450063098069,34.74256554488144,34.11173108135361,34.68804931640625,,1542700,53513253.68041992,,,
2009-12-10,34.758145511403534,34.96842368694675,34.384318634075115,34.48556137084961,,1037300,35771872.8099823,,,
2009-12-11,35.03072761348547,35.09303358015462,34.75814643658798,34.87496566772461,,1473500,51388261.91139221,,,
2009-12-14,35.451284100456064,35.490223844305234,35.26436917070321,35.3734016418457,,1453700,51422313.9667511,,,
2009-12-15,34.86717810135838,35.054090055221145,34.75035590201019,34.843814849853516,,807400,28132896.10977173,,,
2009-12-16,35.49801118668338,35.87962481000033,35.47464496521676,35.5603141784668,,1741900,61942511.26747131,,,
2009-12-17,35.474644109657355,35.474644109657355,34.99178479406192,35.0229377746582,,1294200,45326686.06796265,,,
2009-12-18,35.8017433363,36.089900970458984,35.66934465839236,36.089900970458984,,2257100,81458515.48042297,,,
2009-12-21,36.55718788263902,36.69737333572293,36.37806268612335,36.44036865234375,,1163200,42387436.81640625,,,
2009-12-22,36.36248220683403,36.526033864770504,36.19893351980922,36.33911895751953,,924500,33595515.47622681,,,
2009-12-23,36.49487616601094,36.728517541679295,36.30796128292949,36.455936431884766,,737000,26868025.150299072,,,
2009-12-24,36.588336643904476,36.588336643904476,36.269026031149416,36.49488067626953,,297100,10842629.048919678,,,
2009-12-28,36.931013069570284,36.93880280044575,36.65064514720248,36.80640411376953,,649600,23909440.112304688,,,
2009-12-29,37.12570514364797,37.12570514364797,36.60390620464041,36.79082107543945,,516800,19013496.33178711,,,
2009-12-30,36.68179142313036,36.915435791015625,36.51824274233992,36.915435791015625,,316800,11694810.05859375,,,
2009-12-31,36.85312647342984,36.954372158886926,36.432570214680034,36.455936431884766,,588100,21439736.21559143,,,
2010-01-04,36.783042617985934,37.09456650780739,36.58055416924038,36.6895866394043,,1456800,53449389.81628418,,,
2010-01-05,36.58833881293598,36.79083022087937,36.31575765329505,36.46372985839844,,1565600,57087615.466308594,,,
2010-01-06,36.86091204308584,37.39049771507898,36.77524285512916,37.312618255615234,,1753300,65420213.58757019,,,
2010-01-07,37.88115584113204,38.4263211026979,37.80327636272764,38.293922424316406,,3681800,140990563.58184814,,,
2010-01-08,38.169307536505364,38.74562568811239,38.130367803362866,38.58207702636719,,1794900,69250970.05462646,,,
2010-01-11,39.251862148975505,39.52444332839271,39.002644221819196,39.43877410888672,,2293400,90448884.5413208,,,
2010-01-12,38.61323667353296,38.89360458315264,38.44189825300561,38.58987045288086,,1596500,61608728.17802429,,,
2010-01-13,39.40760917440955,39.446551877583886,39.01820590995526,39.24406051635742,,1973800,77459926.64718628,,,
2010-01-14,39.90605401344972,39.913840772740855,38.77678377789229,39.06494140625,,8310000,324629663.0859375,,,
2010-01-15,38.68332405242251,38.69890054159888,37.95124688660232,38.12258529663086,,2778900,105938852.2808075,,,
2010-01-19,37.83442614248645,38.36401189848602,37.83442614248645,38.34064865112305,,1505400,57718012.479400635,,,
2010-01-20,37.82663991261997,37.873369382580904,37.094562708702114,37.59299850463867,,2978000,111951949.54681396,,,
2010-01-21,37.32041556452742,37.398298016921245,36.1444187570426,36.26902770996094,,4818800,174773190.72875977,,,
2010-01-22,36.28460611048736,36.52603726924965,35.71607754718771,35.747230529785156,,2607100,93196604.71420288,,,
2010-01-25,36.40920754099871,36.47151349330951,35.8874085594967,35.988651275634766,,2458000,88460104.83551025,,,
2010-01-26,35.61483009738324,36.23008810448856,35.54473737542299,35.86404800415039,,3033400,108790003.2157898,,,
2010-01-27,35.81731584860271,36.01980425179016,35.45906256463824,35.988651275634766,,2968100,106817915.85121155,,,
2010-01-28,35.82511260709294,35.84068909951853,34.93727333521962,35.155338287353516,,1757900,61799569.175338745,,,
2010-01-29,35.67714124349274,36.20673011505124,35.16312886473446,35.29552459716797,,2484000,87674083.09936523,,,
2010-02-01,36.331335151407664,36.52603683395345,35.965295037529785,36.198936462402344,,2665000,96470165.67230225,,,
2010-02-02,36.77524870947649,36.892067917268854,36.50266461613814,36.884281158447266,,2052700,75712363.9339447,,,
2010-02-03,36.829766316505335,37.09456069005073,36.69736764427687,36.962162017822266,,1824800,67448553.25012207,,,
2010-02-04,36.59612798566798,36.65843097653077,35.99644647269082,36.01980972290039,,2574100,92718592.2077179,,,
2010-02-05,35.684916683099416,35.86404183710464,35.022932289127475,35.793949127197266,,1893200,67765104.48760986,,,
2010-02-08,34.7659302341032,34.92947892630356,33.57435694676949,33.714542388916016,,10072200,339579613.8496399,,,
2010-02-09,34.01047760781379,34.337577874790014,33.69895679788176,34.189605712890625,,7411400,253392843.78051758,,,
2010-02-10,34.13508892807799,34.22075514401693,33.66780326460002,33.73789596557617,,3780600,127549489.48745728,,,
2010-02-11,33.12264941017176,33.44196005192673,32.70988279229415,33.34071731567383,,4881000,162736041.21780396,,,
2010-02-12,32.9045815719161,33.527626309273,32.787759383887824,33.480899810791016,,3746800,125446235.41107178,,,
2010-02-16,33.92481022314818,34.55564154982842,33.776835095429426,34.50112533569336,,2492400,85990604.78668213,,,
2010-02-17,34.7114139560606,34.73477720608259,34.16624867855733,34.36874008178711,,2362700,81203022.1912384,,,
2010-02-18,34.27528239322054,34.46998407295482,34.119523426162615,34.454410552978516,,1656900,57087512.8452301,,,
2010-02-19,34.46218923504433,34.78928655428875,34.25191111371099,34.656890869140625,,1988600,68918693.18237305,,,
2010-02-22,34.664680445610756,34.68804666382162,34.236337409956,34.26749038696289,,1762500,60396451.807022095,,,
2010-02-23,34.20518598273954,34.32200816635272,33.807995906095535,34.0494270324707,,1688000,57475432.83081055,,,
2010-02-24,34.54007531984762,34.81265944236928,34.32980012912667,34.52450180053711,,1667000,57552344.50149536,,,
2010-02-25,33.917033198634584,34.48556176678086,33.80800072952598,34.43104553222656,,2090400,71974657.5805664,,,
2010-02-26,34.43104333227151,34.882752642187654,34.15846217691643,34.71920394897461,,1177000,40864503.047943115,,,
2010-03-01,35.00735865386567,35.25657653808594,34.867173222627834,35.25657653808594,,1546900,54538398.24676514,,,
2010-03-02,35.645973205566406,35.825098340760896,35.3967553678253,35.645973205566406,,2474100,88191702.30789185,,,
2010-03-03,35.817314716612394,35.96528689230697,35.521367394312016,35.60703659057617,,1832600,65253455.25588989,,,
2010-03-04,35.84846758257053,35.94192651554361,35.5057937410703,35.87183380126953,,1422100,51013334.8487854,,,
2010-03-05,35.88741371425807,36.152205136878855,35.75501503203592,35.926353454589844,,2530300,90904452.14614868,,,
2010-03-08,36.230087887521876,36.2378746472878,35.941930241593965,36.01980972290039,,1198200,43158936.00997925,,,
2010-03-09,35.74722097840325,35.980862343633035,35.64597529746958,35.762794494628906,,2630100,94059725.80032349,,,
